yyyymm,Index,D12,E12,b/m,tbl,AAA,BAA,lty,ntis,Rfree,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx
201506,"2,063.11",41.7420,94.9100,0.3101868327,0.0002,0.0419,0.0513,0.0285,-0.0087253358,0.000000,0.0035028700,-0.0298,-0.0320,0.0010521576,NaN,-0.019343,-0.021020
201507,"2,103.84",41.9981,93.4933,0.3089532648,0.0003,0.0415,0.0520,0.0263,-0.0087016887,0.000000,0.0000670472,0.0329,0.0239,0.0011597790,NaN,0.021297,0.020101
201508,"1,972.18",42.2543,92.0767,0.3306709874,0.0007,0.0404,0.0519,0.0264,-0.0101703481,0.000000,-0.0014162763,0.0012,-0.0067,0.0058469489,NaN,-0.060086,-0.062433
201509,"1,920.03",42.5104,90.6600,0.3356119548,0.0002,0.0407,0.0534,0.0253,-0.0136474755,0.000000,-0.0015567566,0.0174,0.0133,0.0040534912,NaN,-0.024547,-0.026258
201510,"2,079.36",42.8029,89.2833,0.3094136283,0.0002,0.0395,0.0534,0.0259,-0.0168417213,0.000000,-0.0004496838,-0.0053,0.0020,0.0016189067,NaN,0.083449,0.082049
201511,"2,080.41",43.0954,87.9067,0.3084291577,0.0012,0.0406,0.0546,0.0265,-0.0184474029,0.000000,-0.0021106804,-0.0065,0.0020,0.0011187586,NaN,0.003373,0.000817
201512,"2,043.94",43.3879,86.5300,0.3136488144,0.0023,0.0397,0.0546,0.0268,-0.0222618329,0.000100,-0.0034170964,-0.0022,0.0000,0.0028384861,NaN,-0.015247,-0.017076
201601,"1,940.24",43.5506,86.5000,0.3319106296,0.0026,0.0400,0.0545,0.0236,-0.0209546615,0.000100,0.0016531022,0.0476,0.0067,0.0043013139,NaN,-0.049100,-0.050250
201602,"1,932.23",43.7133,86.4700,0.3309018254,0.0031,0.0396,0.0534,0.0217,-0.0247265015,0.000200,0.0008230765,0.0294,0.0232,0.0026015443,NaN,-0.001742,-0.004457
201603,"2,059.74",43.8759,86.4400,0.3279547913,0.0029,0.0382,0.0513,0.0218,-0.0237151337,0.000200,0.0043060001,-0.0003,0.0423,0.0012741566,NaN,0.067340,0.065146
201604,"2,065.30",44.0706,86.6000,0.3263208887,0.0023,0.0362,0.0479,0.0223,-0.0242159163,0.000100,0.0047410680,-0.0053,0.0146,0.0008177635,NaN,0.003747,0.002576
201605,"2,096.95",44.2652,86.7600,0.3260721193,0.0027,0.0365,0.0468,0.0219,-0.0270536863,0.000100,0.0040457910,0.0082,0.0016,0.0009955687,NaN,0.018487,0.015886
201606,"2,098.86",44.4599,86.9200,0.3234753617,0.0027,0.0350,0.0453,0.0179,-0.0286846783,0.000200,0.0032843662,0.0590,0.0377,0.0028644087,NaN,0.002675,0.001002
201607,"2,173.60",44.6485,87.6433,0.3146611589,0.0030,0.0328,0.0422,0.0175,-0.0316746613,0.000200,-0.0016181364,0.0081,0.0245,0.0004776636,NaN,0.036571,0.035324
201608,"2,170.95",44.8371,88.3667,0.3151974253,0.003,0.0332,0.0424,0.0186,-0.0307817605,0.000200,0.0009184301,-0.0140,0.0016,0.0002791632,NaN,0.001247,-0.001396
201609,"2,168.27",45.0257,89.0900,0.3167938869,0.0029,0.0341,0.0431,0.0196,-0.0326032269,0.000200,0.0024039959,-0.0124,-0.0119,0.0016731125,NaN,0.000446,-0.001033
201610,"2,126.15",45.2507,90.9100,0.3196877815,0.0033,0.0351,0.0438,0.0220,-0.0290339989,0.000200,0.0012467485,-0.0314,-0.0263,0.0003640519,NaN,-0.017958,-0.019206
201611,"2,198.81",45.4756,92.7300,0.3032857864,0.0045,0.0386,0.0471,0.0267,-0.0274524804,0.000100,-0.0015554609,-0.0599,-0.0510,0.0009463721,NaN,0.035790,0.033007
201612,"2,238.83",45.7006,94.5500,0.2934790969,0.0051,0.0406,0.0483,0.0272,-0.0251035736,0.000300,0.0003273214,-0.0057,0.0059,0.0005240219,NaN,0.019195,0.017569
201701,"2,278.87",45.9279,96.4633,0.2919796500,0.0051,0.0392,0.0466,0.0278,-0.0226576055,0.000400,0.0058277279,0.0043,-0.0021,0.0003355713,NaN,0.019384,0.018311
201702,"2,363.64",46.1552,98.3767,0.2786778326,0.0052,0.0395,0.0464,0.0270,-0.0187088515,0.000400,0.0031461174,0.0137,0.0212,0.0002239129,NaN,0.039459,0.037052
201703,"2,362.72",46.3824,100.2900,0.2815988893,0.0074,0.0401,0.0468,0.0274,-0.0161988606,0.000300,0.0008127979,-0.0040,-0.0062,0.0005753040,NaN,0.001664,0.000055
201704,"2,384.20",46.6613,101.5333,0.2778700263,0.0080,0.0387,0.0457,0.0265,-0.0155745578,0.000500,0.0029655334,0.0145,0.0176,0.0003905471,NaN,0.010591,0.009439
201705,"2,411.80",46.9402,102.7767,0.2769687672,0.0089,0.0385,0.0455,0.0256,-0.0101861403,0.000600,0.0008547218,0.0158,0.0226,0.0005030985,NaN,0.014552,0.011920
201706,"2,423.41",47.2190,104.0200,0.2725452275,0.0098,0.0368,0.0437,0.0258,-0.0097840063,0.000600,0.0009071110,-0.0010,0.0108,0.0004475599,NaN,0.005798,0.004364
201707,"2,470.30",47.5370,105.0400,0.2658036788,0.0107,0.0370,0.0439,0.0262,-0.0131635508,0.000700,-0.0006899226,-0.0027,0.0060,0.0002588437,NaN,0.020696,0.019162
201708,"2,471.65",47.8551,106.0600,0.2651136136,0.0101,0.0363,0.0431,0.0242,-0.0122128251,0.000900,0.0029944523,0.0289,0.0153,0.0007533758,NaN,0.002238,-0.000324
201709,"2,519.36",48.1731,107.0800,0.2597061668,0.0103,0.0363,0.0430,0.0259,-0.0110851796,0.000900,0.0052949059,-0.0205,-0.0037,0.0002572472,NaN,0.020050,0.018742
201710,"2,575.26",48.4261,108.0133,0.2489061986,0.0107,0.0360,0.0432,0.0261,-0.0123780689,0.000900,-0.0006320421,-0.0013,0.0076,0.0002181529,NaN,0.024132,0.023006
201711,"2,584.84",48.6790,108.9467,0.2397271007,0.0123,0.0357,0.0427,0.0260,-0.0121925133,0.000800,0.0000243247,0.0036,0.0020,0.0003553369,NaN,0.031389,0.028860
201712,"2,673.61",48.9320,109.8800,0.2353933431,0.0132,0.0351,0.0422,0.0254,-0.0198788747,0.000900,-0.0005878323,0.0102,0.0256,0.0002441133,NaN,0.011149,0.009851
201801,"2,823.81",49.2890,111.7333,0.2225191486,0.0141,0.0355,0.0426,0.0284,-0.0190436022,0.001100,0.0054477455,-0.0315,-0.0243,0.0007742616,NaN,0.058060,0.057018
201802,"2,713.83",49.6460,113.5867,0.2324780656,0.0157,0.0382,0.0451,0.0301,-0.0183197976,0.001100,0.0045346900,-0.0224,-0.0313,0.0053616628,NaN,-0.037661,-0.039702
201803,"2,640.87",50.0030,115.4400,0.2595371635,0.0170,0.0387,0.0464,0.0285,-0.0182213491,0.001200,0.0022611259,0.0259,0.0124,0.0032467403,NaN,-0.025459,-0.027092
201804,"2,648.05",50.3321,117.7867,0.2588922719,0.0176,0.0385,0.0467,0.0300,-0.0186056626,0.001400,0.0039750916,-0.0177,-0.0200,0.0023626693,NaN,0.003770,0.002656
201805,"2,705.27",50.6612,120.1333,0.2562128848,0.0186,0.0400,0.0483,0.0289,-0.0189335034,0.001400,0.0041589169,0.0164,0.0140,0.0009227117,NaN,0.023800,0.021317
201806,"2,718.37",50.9903,122.4800,0.2577375109,0.0190,0.0396,0.0483,0.0291,-0.0221012760,0.001400,0.0015938757,0.0007,-0.0124,0.0006228655,NaN,0.006840,0.005507
201807,"2,816.29",51.4399,125.1167,0.2461383448,0.0196,0.0387,0.0479,0.0302,-0.0170959218,0.001600,0.0000674633,-0.0131,0.0101,0.0006544289,NaN,0.037144,0.035970
201808,"2,901.52",51.8894,127.7533,0.2409280249,0.0203,0.0388,0.0477,0.0293,-0.0214512302,0.001600,0.0005555423,0.0152,0.0058,0.0004712735,NaN,0.032938,0.030647
201809,"2,913.98",52.3390,130.3900,0.2364343301,0.0213,0.0398,0.0488,0.0334,-0.0208344491,0.001500,0.0011620252,-0.0518,-0.0120,0.0002300741,NaN,0.005138,0.003758
201810,"2,711.74",52.8087,131.0567,0.2490728053,0.0225,0.0414,0.0507,0.0352,-0.0212168950,0.001900,0.0017667635,-0.0204,-0.0323,0.0045776016,NaN,-0.068409,-0.069492
201811,"2,760.17",53.2785,131.7233,0.2449502750,0.0233,0.0422,0.0522,0.0317,-0.0245930674,0.001800,-0.0033493485,0.0505,0.0071,0.0028376417,NaN,0.019752,0.017259
201812,"2,506.85",53.7482,132.3900,0.2681669072,0.0237,0.0402,0.0513,0.0284,-0.0192279093,0.001900,-0.0031939628,0.0481,0.0370,0.0067931027,NaN,-0.090646,-0.092188
201901,"2,704.10",54.1444,133.0567,0.2502294158,0.0237,0.0393,0.0512,0.0271,-0.0193047054,0.002100,0.0019065967,0.0080,0.0277,0.0030113954,NaN,0.081409,0.080024
201902,"2,784.49",54.5407,133.7233,0.2413818799,0.0239,0.0379,0.0495,0.0268,-0.0231593356,0.001800,0.0042270531,-0.0091,-0.0074,0.0005324027,NaN,0.031708,0.029398
201903,"2,834.40",54.9369,134.3900,0.2437167058,0.0240,0.0377,0.0484,0.0257,-0.0232314942,0.001900,0.0056413584,0.0447,0.0485,0.0011070681,NaN,0.019531,0.018007
201904,"2,945.83",55.3170,134.6833,0.2376292163,0.0238,0.0369,0.0470,0.0253,-0.0216996946,0.002100,0.0052950016,-0.0126,-0.0089,0.0003744383,NaN,0.040629,0.039469
201905,"2,752.06",55.6972,134.9767,0.2546541387,0.0235,0.0367,0.0463,0.0240,-0.0203583181,0.002100,0.0021287586,0.0530,0.0376,0.0018316356,NaN,-0.063187,-0.065503
201906,"2,941.76",56.0773,135.2700,0.2375662286,0.0217,0.0342,0.0446,0.0207,-0.0125383465,0.001800,0.0001991472,0.0104,0.0337,0.0010648136,NaN,0.069561,0.068056
201907,"2,980.38",56.4580,134.4800,0.2352288936,0.0210,0.0329,0.0428,0.0206,-0.0126042960,0.001900,0.0016709416,0.0024,0.0084,0.0005935376,NaN,0.014603,0.013367
201908,"2,926.46",56.8388,133.6900,0.2393358919,0.0195,0.0298,0.0387,0.0163,-0.0101424350,0.001600,-0.0000506682,0.0797,0.0738,0.0043178808,NaN,-0.016085,-0.018377
201909,"2,976.74",57.2195,132.9000,0.2347695617,0.0189,0.0303,0.0391,0.0170,-0.0108381093,0.001800,0.0007834486,-0.0192,-0.0190,0.0006054246,NaN,0.018791,0.017272
201910,"3,037.56",57.5599,135.0900,0.2336463267,0.0165,0.0301,0.0392,0.0171,-0.0131574095,0.001500,0.0022861906,-0.0052,0.0006,0.0015103083,NaN,0.021621,0.020441
201911,"3,140.98",57.9003,137.2800,0.2252739654,0.0154,0.0306,0.0394,0.0181,-0.0077962379,0.001200,-0.0005362430,-0.0059,0.0014,0.0003063632,NaN,0.036206,0.033979
201912,"3,230.78",58.2406,139.4700,0.2214295007,0.0154,0.0301,0.0388,0.0186,-0.0071991555,0.001400,-0.0009097695,-0.0253,-0.0089,0.0005023729,NaN,0.029787,0.028136
202001,"3,225.52",58.6873,131.7567,0.2236426192,0.0152,0.0294,0.0377,0.0176,-0.0076936915,0.001300,0.0038797699,0.0632,0.0519,0.0011190220,NaN,0.000108,-0.001129
202002,"2,954.22",59.1339,124.0433,0.2486978246,0.0152,0.0278,0.0361,0.0150,-0.0055601644,0.001200,0.0027406181,0.0588,0.0280,0.0047766394,NaN,-0.081872,-0.084080
202003,"2,584.59",59.5806,116.3300,0.3021517958,0.0029,0.0302,0.0429,0.0087,-0.0077002938,0.001200,-0.0021764510,0.0625,-0.0351,0.0731531432,NaN,-0.121997,-0.123686
202004,"2,912.43",59.6149,110.6300,0.2720112324,0.0014,0.0243,0.0413,0.0066,-0.0105380601,0.000000,-0.0066869419,0.0082,0.0347,0.0143075397,NaN,0.128890,0.127654
202005,"3,044.31",59.6491,104.9300,0.2608943230,0.0013,0.0250,0.0395,0.0067,-0.0149669183,0.000100,0.0000195016,-0.0097,0.0084,0.0040720313,NaN,0.047818,0.045587
202006,"3,100.29",59.6834,99.2300,0.2565505786,0.0016,0.0244,0.0364,0.0073,-0.0168450216,0.000100,0.0054720469,0.0023,0.0146,0.0072085511,NaN,0.020348,0.018885
202007,"3,271.12",59.4060,98.8933,0.2505762493,0.0013,0.0214,0.0331,0.0062,-0.0119981517,0.000100,0.0050582435,0.0287,0.0610,0.0016079457,NaN,0.056910,0.055682
202008,"3,500.31",59.1286,98.5567,0.2329334384,0.0010,0.0225,0.0327,0.0065,-0.0085038846,0.000100,0.0031532105,-0.0349,-0.0488,0.0007433921,NaN,0.072068,0.070308
202009,"3,363.00",58.8512,98.2200,0.2383694770,0.0011,0.0231,0.0336,0.0068,-0.0056980778,0.000100,0.0013927469,0.0080,0.0041,0.0049074421,NaN,-0.038151,-0.039366
202010,"3,269.96",58.6604,96.8567,0.2498833769,0.0010,0.0235,0.0344,0.0079,-0.0018951134,0.000100,0.0004149378,-0.0238,-0.0190,0.0036611054,NaN,-0.026409,-0.027507
202011,"3,621.63",58.4696,95.4933,0.2234349923,0.0009,0.0230,0.0330,0.0087,-0.0052618187,0.000100,-0.0006106272,0.0093,0.0509,0.0024920325,NaN,0.109404,0.107624
202012,"3,756.07",58.2788,94.1300,0.2163695172,0.0009,0.0226,0.0316,0.0093,-0.0000978825,0.000100,0.0009414785,-0.0115,0.0000,0.0006781769,NaN,0.041572,0.040137
202101,"3,714.24",58.0637,105.4867,0.2208716016,0.0008,0.0245,0.0324,0.0108,0.0026973427,0.000000,0.0042537835,-0.0304,-0.0331,0.0020775883,NaN,-0.010052,-0.011090
202102,"3,811.15",57.8485,116.8433,0.2140899420,0.0004,0.0270,0.0342,0.0126,0.0070137029,0.000000,0.0054743828,-0.0581,-0.0402,0.0015012683,NaN,0.026104,0.024631
202103,"3,972.89",57.6334,128.2000,0.1934708132,0.0003,0.0304,0.0374,0.0161,0.0157183432,0.000000,0.0070832731,-0.0322,-0.0330,0.0024731910,NaN,0.043314,0.041970
202104,"4,181.17",57.7106,138.3867,0.1883688725,0.0002,0.0290,0.0360,0.0164,0.0200542401,0.000000,0.0082189092,0.0238,0.0222,0.0010592843,NaN,0.053904,0.052991
202105,"4,204.11",57.7878,148.5733,0.1847978262,0.0002,0.0296,0.0362,0.0162,0.0174643028,0.000000,0.0080171052,0.0001,0.0045,0.0014964819,NaN,0.006208,0.004737
202106,"4,297.50",57.8650,158.7600,0.1849421187,0.0004,0.0279,0.0344,0.0152,0.0172545895,0.000000,0.0092906629,0.0284,0.0442,0.0006073775,NaN,0.023682,0.022564
202107,"4,395.26",58.3282,164.2967,0.1826501060,0.0005,0.0257,0.0324,0.0132,0.0160790309,0.000000,0.0048105235,0.0305,0.0239,0.0011239921,NaN,0.024305,0.023309
202108,"4,522.68",58.7913,169.8333,0.1804534946,0.0005,0.0255,0.0324,0.0128,0.0148456664,0.000000,0.0020659114,-0.0035,-0.0045,0.0006020919,NaN,0.030600,0.029205
202109,"4,307.54",59.2545,175.3700,0.1885410230,0.0004,0.0253,0.0323,0.0137,0.0155978835,0.000000,0.0027159709,-0.0250,-0.0194,0.0013934415,NaN,-0.046076,-0.047152
202110,"4,605.38",59.6354,182.8700,0.1781419789,0.0005,0.0268,0.0335,0.0158,0.0133682275,0.000000,0.0083081186,0.0051,0.0159,0.0011511212,NaN,0.070510,0.069627
202111,"4,567.00",60.0162,190.3700,0.1850428927,0.0005,0.0262,0.0328,0.0156,0.0156397784,0.000100,0.0049134275,0.0210,0.0094,0.0013266665,NaN,-0.007256,-0.008666
202112,"4,766.18",60.3971,197.8700,0.1755989493,0.0006,0.0265,0.0330,0.0147,0.0129744211,0.000000,0.0030725172,-0.0110,-0.0129,0.0025184151,NaN,0.043485,0.042285
202201,"4,515.55",60.9214,197.8833,0.1816290769,0.0015,0.0293,0.0358,0.0176,0.0116404333,0.000000,0.0084145738,-0.0227,-0.0522,0.0027800600,NaN,-0.052243,-0.053087
202202,"4,373.94",61.4457,197.8967,0.1882702212,0.0033,0.0325,0.0397,0.0193,0.0084870090,0.000000,0.0091339793,-0.0169,-0.0269,0.0036763276,NaN,-0.029293,-0.030700
202203,"4,530.41",61.9700,197.9100,0.2066532347,0.0044,0.0343,0.0429,0.0213,-0.0011220595,0.000100,0.0133513795,-0.0526,-0.0351,0.0047468102,NaN,0.037925,0.036605
202204,"4,131.93",62.6532,196.0267,0.2173135083,0.0076,0.0376,0.0466,0.0275,-0.0056628752,0.000100,0.0055825310,-0.0773,-0.0547,0.0049265367,NaN,-0.087576,-0.088393
202205,"4,132.15",63.3364,194.1433,0.2172284672,0.0098,0.0413,0.0512,0.0290,-0.0033716935,0.000300,0.0110235240,-0.0199,0.0093,0.0077600306,NaN,0.000374,-0.001355
202206,"3,785.38",64.0196,192.2600,0.2328608634,0.0149,0.0424,0.0527,0.0314,-0.0048152124,0.000600,0.0137360758,-0.0088,-0.0280,0.0072034264,NaN,-0.081683,-0.083126
202207,"4,130.29",64.4525,190.5333,0.2181873903,0.0223,0.0406,0.0521,0.0290,-0.0061205520,0.000800,-0.0001181191,0.0270,0.0324,0.0031877422,NaN,0.093766,0.092675
202208,"3,955.00",64.8854,188.8067,0.2274292417,0.0263,0.0407,0.0515,0.0290,-0.0097317937,0.001900,-0.0003543993,-0.0421,-0.0293,0.0033489216,NaN,-0.040305,-0.042052
202209,"3,585.62",65.3183,187.0800,0.2494783626,0.0313,0.0459,0.0569,0.0352,-0.0112919501,0.001900,0.0021507845,-0.0769,-0.0526,0.0049336921,NaN,-0.091495,-0.092876
202210,"3,871.98",65.8531,182.3033,0.2189351464,0.0372,0.0510,0.0626,0.0398,-0.0152524748,0.002300,0.0040564944,-0.0139,-0.0103,0.0065039555,NaN,0.080248,0.079196
202211,"4,080.11",66.3880,177.5267,0.2071824473,0.0415,0.0490,0.0607,0.0389,-0.0170113963,0.002900,-0.0010100264,0.0268,0.0518,0.0063427433,NaN,0.054166,0.052158
202212,"3,839.50",66.9228,172.7500,0.2161987254,0.0425,0.0443,0.0559,0.0362,-0.0212457758,0.003300,-0.0030700915,-0.0052,-0.0044,0.0027013953,NaN,-0.058784,-0.060170
